pmid,title,journal,pubdate_raw,pubdate_iso,doi,pmc,pubmed_url,doi_url,pmc_pdf_url,in_query_a,in_query_b,study_type,topic,score_applicability,score_effect,score_robustness,score_novelty,score_total,clinical_question,key_finding,main_limitation,tomorrow_change
41421405,"The efficacy and safety of Huaiqihuang Granule in the treatment of childhood chronic primary immune thrombocytopenia: a multi-centre, randomized, double-blind, placebo-controlled clinical study ().",Journal of ethnopharmacology,2026 Mar 25,2026-03-25,10.1016/j.jep.2025.121050,,https://pubmed.ncbi.nlm.nih.gov/41421405/,https://doi.org/10.1016/j.jep.2025.121050,,0,1,RCT/CT,IVRS/Resfriado,4,2,1,0,7,"Que medidas reducen sintomas, complicaciones o uso de recursos en IVRS?","The efficacy and safety of Huaiqihuang Granule in the treatment of childhood chronic primary immune thrombocytopenia: a multi-centre, randomized, double-blind, placebo-controlled clinical study ().","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Refinar consejo clinico y seguridad de manejo domiciliario.
41577163,Sealant vs laser for caries and post-eruptive breakdown prevention in MIH molars: 18-month randomized controlled clinical trial.,Journal of dentistry,2026 Mar,2026-03-15,10.1016/j.jdent.2026.106519,,https://pubmed.ncbi.nlm.nih.gov/41577163/,https://doi.org/10.1016/j.jdent.2026.106519,,0,1,RCT/CT,Ansiedad,4,2,1,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Sealant vs laser for caries and post-eruptive breakdown prevention in MIH molars: 18-month randomized controlled clinical trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41576413,RVA Breathes: Costs of a System of Community-Based Interventions to Improve Asthma Care.,Journal of public health management and practice : JPHMP,2026 Mar-Apr 01,2026-03-15,10.1097/PHH.0000000000002306,,https://pubmed.ncbi.nlm.nih.gov/41576413/,https://doi.org/10.1097/PHH.0000000000002306,,0,1,RCT/CT,Asma/Sibilancias,4,2,1,0,7,Hay intervenciones o biomarcadores que mejoren decisiones en asma pediatrica?,RVA Breathes: Costs of a System of Community-Based Interventions to Improve Asthma Care.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Ajustar control y plan escrito segun nueva evidencia.
41507732,Impact of Family-Centred Care Combined With Psychological Intervention on Sleep Quality and Psychological Status in Children With Bronchopneumonia: A Controlled Trial.,Scandinavian journal of caring sciences,2026 Mar,2026-03-15,10.1111/scs.70167,,https://pubmed.ncbi.nlm.nih.gov/41507732/,https://doi.org/10.1111/scs.70167,,0,1,RCT/CT,Ansiedad,4,2,1,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Impact of Family-Centred Care Combined With Psychological Intervention on Sleep Quality and Psychological Status in Children With Bronchopneumonia: A Controlled Trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41492073,Randomized Comparison of Cardiotoxicity With 60 Versus 90 mg Daunorubicin in AML Induction Therapy.,American journal of hematology,2026 Mar,2026-03-15,10.1002/ajh.70160,PMC12869000,https://pubmed.ncbi.nlm.nih.gov/41492073/,https://doi.org/10.1002/ajh.70160,https://pmc.ncbi.nlm.nih.gov/articles/PMC12869000/pdf/,0,1,RCT/CT,Obesidad,4,2,1,0,7,Que programas o intervenciones consiguen cambios clinicamente relevantes?,Randomized Comparison of Cardiotoxicity With 60 Versus 90 mg Daunorubicin in AML Induction Therapy.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
41450035,Probiotic Supplementation and Executive Function in Children With Attention-Deficit/Hyperactivity Disorder.,Neuropsychopharmacology reports,2026 Mar,2026-03-15,10.1002/npr2.70084,PMC12741551,https://pubmed.ncbi.nlm.nih.gov/41450035/,https://doi.org/10.1002/npr2.70084,https://pmc.ncbi.nlm.nih.gov/articles/PMC12741551/pdf/,0,1,RCT/CT,ADHD/TDAH,4,2,1,0,7,Que intervenciones mejoran sintomas nucleares y funcionalidad escolar/familiar?,Probiotic Supplementation and Executive Function in Children With Attention-Deficit/Hyperactivity Disorder.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Priorizar intervenciones con mayor impacto funcional.
41422377,Acute Exercise Challenge and Airway Dynamics in Youth With Sickle Cell Anemia: A Multicenter Study.,American journal of hematology,2026 Mar,2026-03-15,10.1002/ajh.70170,PMC12869013,https://pubmed.ncbi.nlm.nih.gov/41422377/,https://doi.org/10.1002/ajh.70170,https://pmc.ncbi.nlm.nih.gov/articles/PMC12869013/pdf/,0,1,RCT/CT,Asma/Sibilancias,4,2,1,0,7,Hay intervenciones o biomarcadores que mejoren decisiones en asma pediatrica?,Acute Exercise Challenge and Airway Dynamics in Youth With Sickle Cell Anemia: A Multicenter Study.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Ajustar control y plan escrito segun nueva evidencia.
41420409,The Effects of Pain Controlling Agents on Paediatric Tonsillectomy: A Systematic Review and Network Meta-Analysis.,Clinical otolaryngology : official journal of ENT-UK ; official journal of Netherlands Society for Oto-Rhino-Laryngology & Cervico-Facial Surgery,2026 Mar,2026-03-15,10.1111/coa.70076,,https://pubmed.ncbi.nlm.nih.gov/41420409/,https://doi.org/10.1111/coa.70076,,1,1,SR/MA,Other,3,2,2,0,7,Que aporta este estudio para la toma de decisiones en AP pediatrica?,The Effects of Pain Controlling Agents on Paediatric Tonsillectomy: A Systematic Review and Network Meta-Analysis.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Aplicar el hallazgo en la decision compartida y revisar protocolos locales.
41220055,Bridging the Gap: Digital CBT for Adults Managing ADHD Challenges.,Journal of attention disorders,2026 Mar,2026-03-15,10.1177/10870547251384462,,https://pubmed.ncbi.nlm.nih.gov/41220055/,https://doi.org/10.1177/10870547251384462,,0,1,RCT/CT,ADHD/TDAH,4,2,1,0,7,Que intervenciones mejoran sintomas nucleares y funcionalidad escolar/familiar?,Bridging the Gap: Digital CBT for Adults Managing ADHD Challenges.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Priorizar intervenciones con mayor impacto funcional.
40921448,"""Effectiveness of a School-Based Intervention to Promote Healthy Behaviors and Prevent Weight Gain in Mexican Children"".",American journal of health promotion : AJHP,2026 Mar,2026-03-15,10.1177/08901171251375965,,https://pubmed.ncbi.nlm.nih.gov/40921448/,https://doi.org/10.1177/08901171251375965,,0,1,RCT/CT,Obesidad,4,2,1,0,7,Que programas o intervenciones consiguen cambios clinicamente relevantes?,"""Effectiveness of a School-Based Intervention to Promote Healthy Behaviors and Prevent Weight Gain in Mexican Children"".","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
40887311,"Height, weight, and body mass index trajectories and their correlation with functional outcome assessments in boys with Duchenne muscular dystrophy.",Developmental medicine and child neurology,2026 Mar,2026-03-15,10.1111/dmcn.16437,PMC12875185,https://pubmed.ncbi.nlm.nih.gov/40887311/,https://doi.org/10.1111/dmcn.16437,https://pmc.ncbi.nlm.nih.gov/articles/PMC12875185/pdf/,0,1,RCT/CT,Obesidad,4,2,1,0,7,Que programas o intervenciones consiguen cambios clinicamente relevantes?,"Height, weight, and body mass index trajectories and their correlation with functional outcome assessments in boys with Duchenne muscular dystrophy.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
40579749,The 'FRIENDS for Life' emotional health programme: Differential impact for those at risk.,The British journal of educational psychology,2026 Mar,2026-03-15,10.1111/bjep.70005,PMC12879531,https://pubmed.ncbi.nlm.nih.gov/40579749/,https://doi.org/10.1111/bjep.70005,https://pmc.ncbi.nlm.nih.gov/articles/PMC12879531/pdf/,0,1,RCT/CT,Ansiedad,4,2,1,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,The 'FRIENDS for Life' emotional health programme: Differential impact for those at risk.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41512502,"Adverse events following immunization (AEFI) with fractional one-fifth and one-half doses of yellow fever vaccine compared to standard dose in children 9-23 months old in Uganda, 2019-2022 - final report.",Vaccine,2026 Feb 27,2026-02-27,10.1016/j.vaccine.2025.128131,,https://pubmed.ncbi.nlm.nih.gov/41512502/,https://doi.org/10.1016/j.vaccine.2025.128131,,0,1,RCT/CT,Gastroenteritis,4,2,1,0,7,"Que intervenciones previenen deshidratacion, ingreso o complicaciones?","Adverse events following immunization (AEFI) with fractional one-fifth and one-half doses of yellow fever vaccine compared to standard dose in children 9-23 months old in Uganda, 2019-2022 - final report.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Reforzar plan de hidratacion y signos de alarma.
41546592,Analysis of risk factors for recurrence in children with asthmatic bronchopneumonia during remission and discussion on the therapeutic effect of diprophylline combined with budesonide.,Pakistan journal of pharmaceutical sciences,2026 Feb,2026-02-15,10.36721/PJPS.2026.39.2.REG.13413.1,,https://pubmed.ncbi.nlm.nih.gov/41546592/,https://doi.org/10.36721/PJPS.2026.39.2.REG.13413.1,,0,1,RCT/CT,Asma/Sibilancias,4,2,1,0,7,Hay intervenciones o biomarcadores que mejoren decisiones en asma pediatrica?,Analysis of risk factors for recurrence in children with asthmatic bronchopneumonia during remission and discussion on the therapeutic effect of diprophylline combined with budesonide.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Ajustar control y plan escrito segun nueva evidencia.
41442817,Effects of low-sodium oxybate on diary-based sleep time in a clinical study in adults with idiopathic hypersomnia.,Sleep medicine,2026 Feb,2026-02-15,10.1016/j.sleep.2025.108710,,https://pubmed.ncbi.nlm.nih.gov/41442817/,https://doi.org/10.1016/j.sleep.2025.108710,,0,1,RCT/CT,Ansiedad,4,2,1,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Effects of low-sodium oxybate on diary-based sleep time in a clinical study in adults with idiopathic hypersomnia.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41420907,Efficacy of glutamate-GABA modulator riluzole for the treatment of cognitive and psychotic symptoms in 22q11.2 deletion syndrome: A placebo-controlled crossover trial.,Psychiatry research,2026 Feb,2026-02-15,10.1016/j.psychres.2025.116913,,https://pubmed.ncbi.nlm.nih.gov/41420907/,https://doi.org/10.1016/j.psychres.2025.116913,,0,1,RCT/CT,Ansiedad,4,2,1,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Efficacy of glutamate-GABA modulator riluzole for the treatment of cognitive and psychotic symptoms in 22q11.2 deletion syndrome: A placebo-controlled crossover trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41411987,Intellectual achievement and cognitive functioning in children and adolescents with ADHD-affected siblings: A systematic literature review and meta-analysis.,Clinical psychology review,2026 Feb,2026-02-15,10.1016/j.cpr.2025.102688,,https://pubmed.ncbi.nlm.nih.gov/41411987/,https://doi.org/10.1016/j.cpr.2025.102688,,1,1,SR/MA,ADHD/TDAH,4,1,2,0,7,Que intervenciones mejoran sintomas nucleares y funcionalidad escolar/familiar?,Intellectual achievement and cognitive functioning in children and adolescents with ADHD-affected siblings: A systematic literature review and meta-analysis.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Priorizar intervenciones con mayor impacto funcional.
41391357,The effect of Tai Chi exercise on physical and psychological health of college students with persistent fatigue after COVID-19 infection: A randomized controlled trial.,Public health,2026 Feb,2026-02-15,10.1016/j.puhe.2025.106105,,https://pubmed.ncbi.nlm.nih.gov/41391357/,https://doi.org/10.1016/j.puhe.2025.106105,,0,1,RCT/CT,Ansiedad,4,2,1,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,The effect of Tai Chi exercise on physical and psychological health of college students with persistent fatigue after COVID-19 infection: A randomized controlled trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41370895,Promoting mental health and preventing emotional disorders in vulnerable adolescent girls through VR-based extreme sports.,Acta psychologica,2026 Feb,2026-02-15,10.1016/j.actpsy.2025.106088,,https://pubmed.ncbi.nlm.nih.gov/41370895/,https://doi.org/10.1016/j.actpsy.2025.106088,,0,1,RCT/CT,Ansiedad,4,2,1,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Promoting mental health and preventing emotional disorders in vulnerable adolescent girls through VR-based extreme sports.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41338104,Mindfulness music training as a buffer against music performance anxiety: Emotional regulation and technical precision in conservatory students.,Acta psychologica,2026 Feb,2026-02-15,10.1016/j.actpsy.2025.105992,,https://pubmed.ncbi.nlm.nih.gov/41338104/,https://doi.org/10.1016/j.actpsy.2025.105992,,0,1,RCT/CT,Ansiedad,4,2,1,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Mindfulness music training as a buffer against music performance anxiety: Emotional regulation and technical precision in conservatory students.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41330069,Mechanisms linking cyberbullying victimisation to internalising problems in youth: A systematic review and meta-analytic structural equation modelling.,Clinical psychology review,2026 Feb,2026-02-15,10.1016/j.cpr.2025.102672,,https://pubmed.ncbi.nlm.nih.gov/41330069/,https://doi.org/10.1016/j.cpr.2025.102672,,1,1,SR/MA,Ansiedad,4,1,2,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Mechanisms linking cyberbullying victimisation to internalising problems in youth: A systematic review and meta-analytic structural equation modelling.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41297890,Age-Stratified Impact of Early Virtual Reality Intervention on Preoperative Anxiety in Children: A Randomized Trial.,European journal of pediatric surgery : official journal of Austrian Association of Pediatric Surgery ... [et al] = Zeitschrift fur Kinderchirurgie,2026 Feb,2026-02-15,10.1055/a-2753-9692,,https://pubmed.ncbi.nlm.nih.gov/41297890/,https://doi.org/10.1055/a-2753-9692,,0,1,RCT/CT,Ansiedad,4,2,1,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Age-Stratified Impact of Early Virtual Reality Intervention on Preoperative Anxiety in Children: A Randomized Trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41277762,"Effect of Cognitive-Behavioural Strategies on Self-Efficacy, Sense of Coherence and Psychological Ownership Among Nurses Caring for Children With Autism Spectrum Disorder: A Randomised Control Trial.",Journal of psychiatric and mental health nursing,2026 Feb,2026-02-15,10.1111/jpm.70066,,https://pubmed.ncbi.nlm.nih.gov/41277762/,https://doi.org/10.1111/jpm.70066,,0,1,RCT/CT,Autismo/TEA,4,2,1,0,7,Que estrategias muestran beneficio funcional real en TEA?,"Effect of Cognitive-Behavioural Strategies on Self-Efficacy, Sense of Coherence and Psychological Ownership Among Nurses Caring for Children With Autism Spectrum Disorder: A Randomised Control Trial.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Orientar objetivos realistas y derivacion temprana.
41255123,The Influence of Ultraprocessed Food Consumption on Energy Intake in Emerging Adulthood: A Controlled Feeding Trial.,"Obesity (Silver Spring, Md.)",2026 Feb,2026-02-15,10.1002/oby.70086,PMC12850616,https://pubmed.ncbi.nlm.nih.gov/41255123/,https://doi.org/10.1002/oby.70086,https://pmc.ncbi.nlm.nih.gov/articles/PMC12850616/pdf/,0,1,RCT/CT,Obesidad,4,2,1,0,7,Que programas o intervenciones consiguen cambios clinicamente relevantes?,The Influence of Ultraprocessed Food Consumption on Energy Intake in Emerging Adulthood: A Controlled Feeding Trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
41252759,Relationship between Problematic Internet Use and emotional variables in childhood and adolescence: systematic review of longitudinal evidence.,Addictive behaviors,2026 Feb,2026-02-15,10.1016/j.addbeh.2025.108561,,https://pubmed.ncbi.nlm.nih.gov/41252759/,https://doi.org/10.1016/j.addbeh.2025.108561,,1,1,SR/MA,Ansiedad,4,1,2,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Relationship between Problematic Internet Use and emotional variables in childhood and adolescence: systematic review of longitudinal evidence.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
41242639,Transient early blood eosinophil increases do not affect dupilumab's long-term efficacy in patients with moderate-to-severe asthma.,The Journal of allergy and clinical immunology,2026 Feb,2026-02-15,10.1016/j.jaci.2025.07.037,,https://pubmed.ncbi.nlm.nih.gov/41242639/,https://doi.org/10.1016/j.jaci.2025.07.037,,0,1,RCT/CT,Asma/Sibilancias,4,2,1,0,7,Hay intervenciones o biomarcadores que mejoren decisiones en asma pediatrica?,Transient early blood eosinophil increases do not affect dupilumab's long-term efficacy in patients with moderate-to-severe asthma.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Ajustar control y plan escrito segun nueva evidencia.
41216993,Topical Lidocaine During Airway Manipulation in Pediatric Anesthesia: A Systematic Review and Meta-Analysis.,Paediatric anaesthesia,2026 Feb,2026-02-15,10.1111/pan.70077,PMC12779226,https://pubmed.ncbi.nlm.nih.gov/41216993/,https://doi.org/10.1111/pan.70077,https://pmc.ncbi.nlm.nih.gov/articles/PMC12779226/pdf/,1,1,SR/MA,Other,3,2,2,0,7,Que aporta este estudio para la toma de decisiones en AP pediatrica?,Topical Lidocaine During Airway Manipulation in Pediatric Anesthesia: A Systematic Review and Meta-Analysis.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Aplicar el hallazgo en la decision compartida y revisar protocolos locales.
41161227,Efficacy of liposomal amphotericin B for treating post-kala-azar dermal leishmaniasis (PKDL): A systematic review and single-arm meta-analysis.,Diagnostic microbiology and infectious disease,2026 Feb,2026-02-15,10.1016/j.diagmicrobio.2025.117160,,https://pubmed.ncbi.nlm.nih.gov/41161227/,https://doi.org/10.1016/j.diagmicrobio.2025.117160,,1,1,SR/MA,Other,3,2,2,0,7,Que aporta este estudio para la toma de decisiones en AP pediatrica?,Efficacy of liposomal amphotericin B for treating post-kala-azar dermal leishmaniasis (PKDL): A systematic review and single-arm meta-analysis.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Aplicar el hallazgo en la decision compartida y revisar protocolos locales.
41058319,The effects of combined exercise on working memory in children with attention-deficit/hyperactivity disorder: a randomized controlled trial.,Journal of science and medicine in sport,2026 Feb,2026-02-15,10.1016/j.jsams.2025.09.010,,https://pubmed.ncbi.nlm.nih.gov/41058319/,https://doi.org/10.1016/j.jsams.2025.09.010,,0,1,RCT/CT,ADHD/TDAH,4,2,1,0,7,Que intervenciones mejoran sintomas nucleares y funcionalidad escolar/familiar?,The effects of combined exercise on working memory in children with attention-deficit/hyperactivity disorder: a randomized controlled trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Priorizar intervenciones con mayor impacto funcional.
40995936,Latent trajectories in autistic individuals: A systematic review.,Autism : the international journal of research and practice,2026 Feb,2026-02-15,10.1177/13623613251370818,PMC12804397,https://pubmed.ncbi.nlm.nih.gov/40995936/,https://doi.org/10.1177/13623613251370818,https://pmc.ncbi.nlm.nih.gov/articles/PMC12804397/pdf/,1,1,SR/MA,Autismo/TEA,4,1,2,0,7,Que estrategias muestran beneficio funcional real en TEA?,Latent trajectories in autistic individuals: A systematic review.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Orientar objetivos realistas y derivacion temprana.
40930541,Complementary Computed Tomography to Inconclusive Ultrasonography in Children with Suspected Acute Appendicitis: A Systematic Review and Meta-Analysis.,The American surgeon,2026 Feb,2026-02-15,10.1177/00031348251371186,,https://pubmed.ncbi.nlm.nih.gov/40930541/,https://doi.org/10.1177/00031348251371186,,1,1,SR/MA,Other,3,2,2,0,7,Que aporta este estudio para la toma de decisiones en AP pediatrica?,Complementary Computed Tomography to Inconclusive Ultrasonography in Children with Suspected Acute Appendicitis: A Systematic Review and Meta-Analysis.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Aplicar el hallazgo en la decision compartida y revisar protocolos locales.
40801243,The role of comorbid childhood mental health and neurodevelopmental conditions in the persistence of ADHD symptoms: systematic review and meta-analysis.,"Journal of child psychology and psychiatry, and allied disciplines",2026 Feb,2026-02-15,10.1111/jcpp.70028,PMC12812795,https://pubmed.ncbi.nlm.nih.gov/40801243/,https://doi.org/10.1111/jcpp.70028,https://pmc.ncbi.nlm.nih.gov/articles/PMC12812795/pdf/,1,1,SR/MA,ADHD/TDAH,4,1,2,0,7,Que intervenciones mejoran sintomas nucleares y funcionalidad escolar/familiar?,The role of comorbid childhood mental health and neurodevelopmental conditions in the persistence of ADHD symptoms: systematic review and meta-analysis.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Priorizar intervenciones con mayor impacto funcional.
40662985,Comparative Efficacy of Two Inhalational Techniques when Using a Pressurized Meter Dose Inhaler with Valved Holding Chamber in Children with Asthma: A Randomized Controlled Trial.,Journal of aerosol medicine and pulmonary drug delivery,2026 Feb,2026-02-15,10.1177/19412711251360981,,https://pubmed.ncbi.nlm.nih.gov/40662985/,https://doi.org/10.1177/19412711251360981,,0,1,RCT/CT,Asma/Sibilancias,4,2,1,0,7,Hay intervenciones o biomarcadores que mejoren decisiones en asma pediatrica?,Comparative Efficacy of Two Inhalational Techniques when Using a Pressurized Meter Dose Inhaler with Valved Holding Chamber in Children with Asthma: A Randomized Controlled Trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Ajustar control y plan escrito segun nueva evidencia.
40514341,"Taiwan guideline for the diagnosis and management of juvenile idiopathic arthritis: Consensus statement of the Taiwan Academy of Pediatric Allergy, Asthma and Immunology.","Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi",2026 Feb,2026-02-15,10.1016/j.jmii.2025.05.011,,https://pubmed.ncbi.nlm.nih.gov/40514341/,https://doi.org/10.1016/j.jmii.2025.05.011,,0,1,Guideline,Asma/Sibilancias,4,1,2,0,7,Hay intervenciones o biomarcadores que mejoren decisiones en asma pediatrica?,"Taiwan guideline for the diagnosis and management of juvenile idiopathic arthritis: Consensus statement of the Taiwan Academy of Pediatric Allergy, Asthma and Immunology.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Ajustar control y plan escrito segun nueva evidencia.
40470545,Quality of Life Among Adolescents and Young Adults with Melanoma: A Systematic Review.,Journal of adolescent and young adult oncology,2026 Feb,2026-02-15,10.1089/jayao.2025.0029,,https://pubmed.ncbi.nlm.nih.gov/40470545/,https://doi.org/10.1089/jayao.2025.0029,,1,1,SR/MA,Ansiedad,4,1,2,0,7,Que abordajes mejoran sintomas y funcionalidad en ninos/adolescentes?,Quality of Life Among Adolescents and Young Adults with Melanoma: A Systematic Review.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Actualizar recomendaciones psicoterapeuticas de primera linea.
40434330,Theta-Burst Stimulation of the Right Temporoparietal Junction and Implicit Theory of Mind in Autism.,Neuromodulation : journal of the International Neuromodulation Society,2026 Feb,2026-02-15,10.1016/j.neurom.2025.04.005,,https://pubmed.ncbi.nlm.nih.gov/40434330/,https://doi.org/10.1016/j.neurom.2025.04.005,,0,1,RCT/CT,Autismo/TEA,4,2,1,0,7,Que estrategias muestran beneficio funcional real en TEA?,Theta-Burst Stimulation of the Right Temporoparietal Junction and Implicit Theory of Mind in Autism.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Orientar objetivos realistas y derivacion temprana.
39331246,Parent Training for Disruptive Behaviors in Referred Children with Autism Spectrum Disorder: A Randomized Controlled Trial.,Journal of autism and developmental disorders,2026 Feb,2026-02-15,10.1007/s10803-024-06567-0,PMC12864344,https://pubmed.ncbi.nlm.nih.gov/39331246/,https://doi.org/10.1007/s10803-024-06567-0,https://pmc.ncbi.nlm.nih.gov/articles/PMC12864344/pdf/,0,1,RCT/CT,Autismo/TEA,4,2,1,0,7,Que estrategias muestran beneficio funcional real en TEA?,Parent Training for Disruptive Behaviors in Referred Children with Autism Spectrum Disorder: A Randomized Controlled Trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Orientar objetivos realistas y derivacion temprana.
41104946,Perioperative Nutritional Optimization in Complex Pediatric Hip and Spine Surgery: A Systematic Review.,Journal of pediatric orthopedics,2026 Feb 1,2026-02-01,10.1097/BPO.0000000000003135,,https://pubmed.ncbi.nlm.nih.gov/41104946/,https://doi.org/10.1097/BPO.0000000000003135,,1,1,SR/MA,Obesidad,4,1,1,1,7,Que programas o intervenciones consiguen cambios clinicamente relevantes?,Perioperative Nutritional Optimization in Complex Pediatric Hip and Spine Surgery: A Systematic Review.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
40973120,Efficacy and safety of pumecitinib 3% gel in treating mild-to-moderate atopic dermatitis: a multicentre randomized double-blind parallel placebo-controlled phase IIb clinical trial.,The British journal of dermatology,2026 Jan 27,2026-01-27,10.1093/bjd/ljaf363,,https://pubmed.ncbi.nlm.nih.gov/40973120/,https://doi.org/10.1093/bjd/ljaf363,,0,1,RCT/CT,Dermatitis atopica,3,2,1,1,7,Que terapias aportan mejor balance eficacia-seguridad en AP?,Efficacy and safety of pumecitinib 3% gel in treating mild-to-moderate atopic dermatitis: a multicentre randomized double-blind parallel placebo-controlled phase IIb clinical trial.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Optimizar escalado terapeutico y educacion familiar.
41564189,Lifecourse genome-wide association study meta-analysis refines the critical life stages for adiposity's influence on breast cancer risk.,Science advances,2026 Jan 23,2026-01-23,10.1126/sciadv.ady0374,PMC12822656,https://pubmed.ncbi.nlm.nih.gov/41564189/,https://doi.org/10.1126/sciadv.ady0374,https://pmc.ncbi.nlm.nih.gov/articles/PMC12822656/pdf/,1,1,SR/MA,Obesidad,3,2,2,0,7,Que programas o intervenciones consiguen cambios clinicamente relevantes?,Lifecourse genome-wide association study meta-analysis refines the critical life stages for adiposity's influence on breast cancer risk.,"Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Afinar intervenciones de estilo de vida con metas medibles.
41599979,"Efficacy and Safety of Steamed Ginger Extract for Body Weight and Body Fat Reduction in Overweight Adults: A Randomized, Double-Blind, Placebo-Controlled Clinical Trial.",Nutrients,2026 Jan 22,2026-01-22,10.3390/nu18020366,PMC12845275,https://pubmed.ncbi.nlm.nih.gov/41599979/,https://doi.org/10.3390/nu18020366,https://pmc.ncbi.nlm.nih.gov/articles/PMC12845275/pdf/,0,1,RCT/CT,Autismo/TEA,4,2,1,0,7,Que estrategias muestran beneficio funcional real en TEA?,"Efficacy and Safety of Steamed Ginger Extract for Body Weight and Body Fat Reduction in Overweight Adults: A Randomized, Double-Blind, Placebo-Controlled Clinical Trial.","Revisar heterogeneidad, riesgo de sesgo y aplicabilidad local.",Orientar objetivos realistas y derivacion temprana.
